accession	assay	organism	year	runType	FastQC_Basic_Statistics	FastQC_Per_base_sequence_quality	FastQC_Per_tile_sequence_quality	FastQC_Per_sequence_quality_scores	FastQC_Per_base_sequence_content	FastQC_Per_sequence_GC_content	FastQC_Per_base_N_content	FastQC_Sequence_Length_Distribution	FastQC_Sequence_Duplication_Levels	FastQC_Overrepresented_sequences	FastQC_Adapter_Content	FastQC_Kmer_Content	BowtieSE_no_mapping	BowtieSE_uniquely	BowtieSE_multiple	BowtieSE_overall	BowtieMI_no_mapping	BowtieMI_uniquely	BowtieMI_multiple	BowtieMI_overall	BowtiePE_con_no_mapping	BowtiePE_con_uniquely	BowtiePE_con_multiple	BowtiePE_dis_uniquely	BowtiePE_cod_no_mapping	BowtiePE_cod_uniquely	BowtiePE_cod_multiple	BowtiePE_overall	readsAnno_Promoter	readsAnno_5_UTR	readsAnno_3_UTR	readsAnno_1st_Exon	readsAnno_Other_Exon	readsAnno_1st_Intron	readsAnno_Other_Intron	readsAnno_Downstream	readsAnno_Distal_Intergenic	TSS_-4500	TSS_-3500	TSS_-2500	TSS_-1500	TSS_-500	TSS_+500	TSS_+1500	TSS_+2500	TSS_+3500	TSS_+4500	status
ENCFF001NGS	ChIP-seq	mouse	y2012	single-ended	2.0	0.0	1.0	0.0	2.0	1.0	1.0	2.0	2.0	0.0	2.0	0.0	60.3	29.28	10.41	39.7	60.3	29.28	10.41	39.7									4.03385415879788	0.331873893963521	1.31309255101743	0.509141891953141	1.46820204925834	12.9944492958129	25.352949648838102	1.34602813928027	52.6504083710783	1.1995	1.3752	1.501	1.7169	3.6088	5.8917	2.2799	1.856	1.5921	1.3384	1
ENCFF001NAG	ChIP-seq	mouse	y2012	single-ended	2.0	0.0	2.0	0.0	1.0	0.0	0.0	2.0	2.0	0.0	2.0	0.0	62.48	23.52	13.99	37.52	62.48	23.52	13.99	37.52									1.09369222431024	0.11113193498224601	0.934035041509855	0.236649225267573	0.948724312770042	9.49524624790425	21.7679804278124	1.05661447754314	64.3559261079003	0.9805	1.1753	1.2533	1.4303	2.1553	6.4447	2.0565	1.7199	1.429	1.0769	1
ENCFF001NTQ	ChIP-seq	mouse	y2011	single-ended	2.0	0.0	0.0	0.0	2.0	0.0	0.0	2.0	2.0	0.0	2.0	2.0	69.73	21.07	9.2	30.27	69.73	21.07	9.2	30.27									1.69436387627161	0.16417665407979	1.1937264249418797	0.321968660500921	1.15440510285363	10.8836960421265	24.6783860421468	1.13697400130936	58.7723031957695	1.0986	1.2384	1.3142	1.5131	2.4421	4.7323	1.9183	1.6961	1.4135	1.1863	1
ENCFF002BUS	ChIP-seq	mouse	y2014	single-ended	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	1.0	1.0	2.0	0.0	15.79	53.42	30.79	84.21	15.79	53.42	30.79	84.21									1.3605676076905302	0.23805382403029002	1.7082434985215198	0.36314837811927403	2.3489865015189304	10.231055810171801	27.4579006767443	1.3637025560953502	54.928341147108	1.1098	1.3301	1.3862	1.4524	2.2056	7.2855	2.081	1.7938	1.6746	1.3896	1
ENCFF001MZY	ChIP-seq	mouse	y2012	single-ended	2.0	0.0	1.0	0.0	2.0	1.0	1.0	2.0	2.0	0.0	2.0	2.0	55.43	36.65	7.92	44.57	55.43	36.65	7.92	44.57									17.5219057665965	2.45029712422259	1.23131566966766	2.90706419607993	1.76018274694001	23.0904529163901	16.330801643759802	0.973901603046852	33.7340783332966	1.0179	1.1143	1.3339	2.4406	11.7314	24.031	5.6415	2.142	1.4587	1.1716	1
ENCFF001LTJ	ChIP-seq	mouse	y2012	single-ended	2.0	0.0	0.0	2.0	0.0	2.0	2.0	2.0	2.0	1.0	2.0	0.0	76.69	19.91	3.4	23.31	76.69	19.91	3.4	23.31									5.96875028164402	0.47556531587691203	1.7939096796418201	0.7052866960878271	2.36370682584936	11.780280612577	27.646978122393197	2.00510514209379	47.260417323836	1.4781	1.6233	1.7273	1.9675	4.9027	4.423	2.2147	1.7808	1.6273	1.4815	1
ENCFF001OBI	ChIP-seq	mouse	y2012	single-ended	2.0	0.0	1.0	0.0	2.0	0.0	0.0	2.0	2.0	0.0	2.0	1.0	63.8	25.16	11.03	36.2	63.8	25.16	11.03	36.2									2.78759443693462	0.299147112487801	1.3803603505305002	0.453620579219934	1.5331163228647	11.7766570284922	25.1315903796067	1.35378970190359	55.284124087959995	1.195	1.3381	1.4435	1.6971	2.9522	5.9051	2.2747	1.9076	1.6044	1.3254	1
ENCFF001OBQ	ChIP-seq	mouse	y2012	single-ended	2.0	0.0	2.0	0.0	2.0	1.0	1.0	2.0	2.0	0.0	2.0	1.0	58.73	29.71	11.56	41.27	58.73	29.71	11.56	41.27									5.81217700501725	0.33337853379739096	1.52667078493117	0.5469256151029821	1.2666174483835801	14.3854996911302	25.6703479933505	1.54063270605134	48.917750222235604	1.472	1.6286	1.8309	2.2705	5.0472	5.3675	2.6696	2.1154	1.8385	1.6344	1
ENCFF002AJP	ChIP-seq	mouse	y2014	single-ended	2.0	2.0	0.0	2.0	2.0	2.0	2.0	2.0	1.0	0.0	2.0	0.0	9.13	72.03	18.84	90.87	9.13	72.03	18.84	90.87									2.11974114901988	0.25469796873605	1.2408877011677601	0.44308819531592497	1.61445809721859	14.2604780778178	27.261209368952898	1.1185042738901	51.686935167881	1.0918	1.1861	1.3030000000000002	1.5082	2.1338	3.5979	2.132	1.6793	1.4796	1.3036	1
ENCFF001KWL	ChIP-seq	mouse	y2011	single-ended	2.0	0.0	0.0	0.0	0.0	2.0	0.0	2.0	2.0	1.0	2.0	0.0	71.53	20.23	8.24	28.47	71.53	20.23	8.24	28.47									1.97930488217102	0.256090731594109	1.19287022415507	0.407949104741916	1.94630974062993	11.4810984254153	25.2022339829777	1.2309104943721598	56.3032324139427	1.1507	1.2252	1.3397	1.4202	2.1969	5.7996	2.6083	1.9272	1.5579	1.2968	1
ENCFF001NTO	ChIP-seq	mouse	y2011	single-ended	2.0	0.0	1.0	0.0	2.0	0.0	0.0	2.0	1.0	0.0	2.0	2.0	73.1	18.88	8.02	26.9	73.1	18.88	8.02	26.9									2.1046374450586	0.20439774685719397	1.24261657518642	0.366394373026395	1.30631969430618	11.3372278796498	25.038673270962402	1.21208371076755	57.1876493041854	1.1255	1.2829	1.3817	1.5517	2.7416	4.842	1.9882	1.7059	1.4621	1.2363	1
ENCFF001NBH	ChIP-seq	mouse	y2012	single-ended	2.0	0.0	2.0	0.0	2.0	0.0	0.0	2.0	2.0	0.0	2.0	1.0	67.04	23.45	9.51	32.96	67.04	23.45	9.51	32.96									1.49969035018579	0.175434716167742	1.16420287290685	0.315782489101935	1.3542152588994198	10.9484332523686	24.414781958273696	1.18481268196953	58.9426464201264	1.2319	1.3409	1.4022	1.5132	1.879	3.7188	1.7508	1.624	1.4284	1.2684	1
ENCFF001LUA	ChIP-seq	mouse	y2012	single-ended	2.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0	79.47	16.77	3.76	20.53	79.47	16.77	3.76	20.53									13.423749826970901	1.1076873077872098	1.17168300663429	1.02523516914725	1.8005059471865001	12.2940953435606	22.7342212485782	1.1742909818224099	45.268531168312705	1.0652	1.1355	1.2114	1.4933	7.6322	11.7264	2.3040000000000003	1.5839	1.3697	1.2171	1
ENCFF001MYJ	ChIP-seq	mouse	y2012	single-ended	2.0	0.0	1.0	0.0	2.0	0.0	1.0	2.0	2.0	0.0	2.0	0.0	61.9	22.24	15.85	38.1	61.9	22.24	15.85	38.1									1.6977449120299	0.182642484423755	1.22534478324873	0.33076108459667797	1.1805953497036599	9.986919396348359	22.893992439168102	1.29246893356633	61.2095306169145	0.9984	1.1467	1.3351	1.4807	2.5791	7.2731	2.2327	1.7851	1.7634	1.2616	1
ENCFF002BXB	ChIP-seq	mouse	y2014	single-ended	2.0	2.0	0.0	2.0	1.0	1.0	2.0	2.0	2.0	2.0	2.0	2.0	8.96	68.77	22.27	91.04	8.96	68.77	22.27	91.04									17.477517464000197	3.5920611303054	1.06261821299776	4.128514866466601	1.9773535419766497	22.960482182937003	13.6155145890601	0.877815045519885	34.3081229667364	0.7642	0.9441	1.0735	1.7151	11.2374	31.7268	6.1892	2.287	1.5127	1.0692	1
ENCFF001NBN	ChIP-seq	mouse	y2012	single-ended	2.0	0.0	2.0	0.0	1.0	0.0	0.0	2.0	2.0	0.0	2.0	2.0	63.62	27.12	9.26	36.38	63.62	27.12	9.26	36.38									1.5417594195729198	0.29489894206386996	2.67721586441687	0.448330849867984	2.74970892177386	12.5585926895628	36.2806134863228	1.3336309469946002	42.11524887942421	1.176	1.2709	1.3630000000000002	1.4387	1.7748	3.5157	2.0802	2.1102	1.9413	1.7229	1
ENCFF001MYD	ChIP-seq	mouse	y2012	single-ended	2.0	0.0	2.0	0.0	2.0	1.0	2.0	2.0	2.0	1.0	2.0	1.0	58.31	22.52	19.17	41.69	58.31	22.52	19.17	41.69									1.09045336634591	0.131330860105146	0.9581044375577751	0.236497355057562	1.13606284334366	8.71415889201549	20.2390018040177	1.15825674063275	66.336133700924	0.9912	1.2235	1.3241	1.4968	2.4892	8.7672	2.4366	1.9257	1.6275	1.1236	1
ENCFF001NOG	ChIP-seq	mouse	y2012	single-ended	2.0	0.0	2.0	0.0	2.0	2.0	2.0	2.0	2.0	1.0	2.0	0.0	59.27	27.19	13.55	40.73	59.27	27.19	13.55	40.73									2.00992187507889	0.214068544343996	1.14425695495574	0.3741150739596721	1.46727831031255	10.5940705032731	23.867430985614	1.2386692610697199	59.0901884913923	1.1213	1.279	1.3602	1.5374	2.5202	5.8481	2.0511	1.7202	1.4965	1.2109	1
ENCFF001NRF	ChIP-seq	mouse	y2012	single-ended	2.0	2.0	0.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	0.0	14.64	59.84	25.52	85.36	14.64	59.84	25.52	85.36									2.19688320671129	0.199211043370368	1.28334383320474	0.344827237509114	1.36616304362115	10.323176940866698	24.700450297855898	1.3894211857405299	58.19652321112021	1.1857	1.4053	1.4935	1.6418	2.8872	5.6404	1.9307	1.7305	1.463	1.2299	1
ENCFF001OAA	ChIP-seq	mouse	y2012	single-ended	2.0	0.0	2.0	0.0	2.0	0.0	0.0	2.0	1.0	0.0	2.0	0.0	77.13	15.85	7.01	22.87	77.13	15.85	7.01	22.87									2.6536045642844304	0.33611854572843497	1.26774490435021	0.5572438682028629	1.35444294745152	11.102686330306499	23.3749403384547	1.1087481447021599	58.2444703565193	1.0705	1.1535	1.2608	1.4489	2.7688	7.2021	2.9361	2.9926	2.8745	2.7976	1
ENCFF001NMR	ChIP-seq	mouse	y2012	single-ended	2.0	0.0	0.0	0.0	2.0	2.0	1.0	2.0	2.0	0.0	2.0	1.0	60.58	28.54	10.88	39.42	60.58	28.54	10.88	39.42									4.8174662578168395	0.291144538072128	1.3375143862021202	0.46740066478338205	1.1420431223893601	13.3404358918641	25.321224778875	1.36860065512551	51.9141697048716	1.3191	1.4554	1.612	1.966	4.2976	5.3037	2.4248	1.9224	1.656	1.4118	1
ENCFF002BWA	ChIP-seq	mouse	y2014	single-ended	2.0	2.0	0.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	8.98	68.03	22.99	91.02	8.98	68.03	22.99	91.02									5.18750251478695	0.7733472820182671	1.29249989940852	0.88289140144047	1.7226290588661297	13.646843439423803	25.7523236631393	1.22993200016095	49.512030740755606	1.0469	1.2194	1.3345	1.619	4.165	8.0279	2.2659	1.6137	1.4237	1.2309	1
ENCFF001NAW	ChIP-seq	mouse	y2012	single-ended	2.0	0.0	1.0	0.0	2.0	1.0	1.0	2.0	2.0	0.0	2.0	1.0	61.92	27.2	10.89	38.08	61.92	27.2	10.89	38.08									1.54643277128887	0.168247035151252	1.16269816709255	0.299990021384552	1.2720840022584499	11.132598115683699	24.1574701304672	1.2123386211574398	59.0481411355159	1.35680916260612	1.47196965891395	1.54292459938715	1.6049630783141595	1.94567237655096	3.7672677952479	1.8684382378058	1.6886019992967298	1.49608178027829	1.28221228713518	1
ENCFF001MZH	ChIP-seq	mouse	y2010	single-ended	2.0	2.0	2.0	2.0	1.0	1.0	2.0	2.0	2.0	2.0	2.0	1.0	5.58	66.64	27.79	94.42	5.58	66.64	27.79	94.42									2.5331235500046203	0.285662405062392	1.15117079994603	0.508531831171084	1.13575152240005	11.218437398240399	23.588857137350303	1.06098831482513	58.5174770410001	1.012	1.1564	1.2428	1.4127	3.1308	7.0496	2.0982	1.8422	1.2482	1.0843	1
ENCFF784CRV	ChIP-seq	mouse	y2015	single-ended	2.0	2.0	1.0	2.0	2.0	2.0	2.0	2.0	1.0	0.0	2.0	0.0	18.34	58.42	23.24	81.66	18.34	58.42	23.24	81.66									2.0451717415997197	0.280302216205305	1.23268699451949	0.47543915855102503	1.9288729360226002	11.5151886440945	24.0714424165245	1.2270628726608401	57.223833019821996	1.2039	1.3957	1.5049	1.7083	2.3867	6.1325	2.2946	1.8485	1.6887	1.3478	1
ENCFF001NFY	ChIP-seq	mouse	y2012	single-ended	2.0	0.0	2.0	0.0	2.0	0.0	0.0	2.0	2.0	0.0	2.0	0.0	64.24	25.16	10.6	35.76	64.24	25.16	10.6	35.76									2.7331835698500497	0.24909847659286	1.28080247251799	0.42422840351721003	1.38338437061795	11.727211294358302	24.751763982491102	1.31550376742421	56.134823662630396	1.1588	1.307	1.4352	1.6495	3.297	6.0512	2.2436	1.8082	1.5749	1.2811	1
ENCFF001NMK	ChIP-seq	mouse	y2012	single-ended	2.0	0.0	2.0	0.0	2.0	0.0	0.0	2.0	2.0	0.0	2.0	2.0	61.84	26.79	11.37	38.16	61.84	26.79	11.37	38.16									2.63762799229144	0.264590591235298	1.26944932651044	0.43085564417865396	1.49244841694874	11.871445920449199	24.902103500247804	1.27520349045566	55.856275117682706	1.1966	1.3099	1.4161	1.6102	2.8163	5.8306	2.2379	1.8264	1.5924	1.2827	1
ENCFF001MYX	ChIP-seq	mouse	y2012	single-ended	2.0	0.0	2.0	0.0	0.0	1.0	1.0	2.0	2.0	0.0	2.0	1.0	59.82	30.59	9.58	40.18	59.82	30.59	9.58	40.18									2.36875960996715	0.22064635220460602	1.54813997234137	0.42271301612616496	1.4112528635316899	15.8124194670944	27.329717156885902	1.2956570731869	49.5906944886619	1.3303	1.5081	1.7057	2.0823	2.5308	3.603	2.6679	2.282	1.894	1.6412	1
ENCFF001NZM	ChIP-seq	mouse	y2012	single-ended	2.0	0.0	2.0	0.0	2.0	0.0	1.0	2.0	2.0	0.0	2.0	0.0	60.2	28.51	11.3	39.8	60.2	28.51	11.3	39.8									3.09738345162044	0.28840034479147403	1.62144635189676	0.479525992282471	1.6939492318722702	11.432797886138301	25.849391378602	1.6980778680930901	53.839027494703295	1.3684	1.4902	1.6325	1.8933	3.1286	5.4367	2.286	1.9144	1.6577	1.4	1
ENCFF001MZN	ChIP-seq	mouse	y2012	single-ended	2.0	0.0	0.0	0.0	1.0	1.0	1.0	2.0	2.0	0.0	2.0	1.0	59.6	31.8	8.6	40.4	59.6	31.8	8.6	40.4									12.3402812702691	1.3776331438866	1.26780353387977	1.70291931025884	1.4279250188769599	19.8385336626354	19.0170530081966	1.06523514603556	41.9626159059612	1.05284306694609	1.18748308279594	1.3528182317929	2.32138920591691	9.351132789936461	15.662749781646	4.93326599007152	2.12298702712055	1.47225020440168	1.24008337914349	1
ENCFF001NMA	ChIP-seq	mouse	y2012	single-ended	2.0	0.0	2.0	0.0	2.0	1.0	1.0	2.0	2.0	0.0	2.0	0.0	56.02	31.63	12.35	43.98	56.02	31.63	12.35	43.98									2.5934078338412903	0.250955444826085	1.2695926660538899	0.407172689597343	1.4034355699611398	11.7128666569913	25.2204174931063	1.26999580733072	55.872155838291995	1.1819	1.3404	1.4294	1.6285	2.7313	5.0619	2.0667	1.7236	1.5095	1.2559	1
