accession	assay	organism	year	runType	FastQC_Basic_Statistics	FastQC_Per_base_sequence_quality	FastQC_Per_tile_sequence_quality	FastQC_Per_sequence_quality_scores	FastQC_Per_base_sequence_content	FastQC_Per_sequence_GC_content	FastQC_Per_base_N_content	FastQC_Sequence_Length_Distribution	FastQC_Sequence_Duplication_Levels	FastQC_Overrepresented_sequences	FastQC_Adapter_Content	FastQC_Kmer_Content	BowtieSE_no_mapping	BowtieSE_uniquely	BowtieSE_multiple	BowtieSE_overall	BowtieMI_no_mapping	BowtieMI_uniquely	BowtieMI_multiple	BowtieMI_overall	BowtiePE_con_no_mapping	BowtiePE_con_uniquely	BowtiePE_con_multiple	BowtiePE_dis_uniquely	BowtiePE_cod_no_mapping	BowtiePE_cod_uniquely	BowtiePE_cod_multiple	BowtiePE_overall	readsAnno_Promoter	readsAnno_5_UTR	readsAnno_3_UTR	readsAnno_1st_Exon	readsAnno_Other_Exon	readsAnno_1st_Intron	readsAnno_Other_Intron	readsAnno_Downstream	readsAnno_Distal_Intergenic	TSS_-4500	TSS_-3500	TSS_-2500	TSS_-1500	TSS_-500	TSS_+500	TSS_+1500	TSS_+2500	TSS_+3500	TSS_+4500	status	peak_type
ENCFF001NLH	ChIP-seq	mouse	y2012	single-ended	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	0.0	6.3	70.62	23.08	93.7	6.3	70.62	23.08	93.7									3.28059759129196	0.318486069879886	1.5737254523367	0.500305714446617	1.80934681694945	12.053395441636699	26.402465023853804	1.6987264579763302	52.3629514316286	1.3436	1.5264	1.6062	1.8021	3.1928	5.3679	2.1488	1.8466	1.6028	1.3899	0	narrow
ENCFF001NLM	ChIP-seq	mouse	y2012	single-ended	2.0	2.0	2.0	2.0	2.0	1.0	2.0	2.0	1.0	1.0	2.0	0.0	21.5	55.76	22.75	78.5	21.5	55.76	22.75	78.5									3.457250940700649	0.455761917218343	1.25088033482906	0.69179226110228	1.48841982413425	11.6398374147333	23.168702336157107	1.15147795641588	56.6958770147091	1.0328	1.1796	1.2533	1.5066	3.2677	8.2931	2.8392	3.0054	2.7792	2.9695	0	narrow
ENCFF001NIP	ChIP-seq	mouse	y2012	single-ended	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	1.0	2.0	2.0	2.0	2.52	71.77	25.72	97.48	2.52	71.77	25.72	97.48									4.32909845513012	0.356748475212323	1.38612485995307	0.4870059602362349	1.5030948735526002	12.713694249242801	25.003598690177398	1.37827317229321	52.84236126420221	1.2015	1.3713	1.4862	1.795	3.9562	6.5452	2.3615	1.8347	1.5576	1.3852	0	narrow
ENCFF001KTR	ChIP-seq	mouse	y2011	single-ended	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	0.0	3.99	78.87	17.14	96.01	3.99	78.87	17.14	96.01									9.283257070566721	1.32587861027536	1.48037717715067	1.58100189310906	2.18856249115897	19.330981075931998	24.009378263656806	1.41928001661361	39.3812834015368	1.2646	1.4458	1.6054	2.2276	6.4701	11.442	3.4368	2.2805	1.9167	1.6533	0	narrow
ENCFF001NMB	ChIP-seq	mouse	y2012	single-ended	2.0	2.0	0.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	0.0	6.38	67.39	26.23	93.62	6.38	67.39	26.23	93.62									2.46835704518637	0.227629758535108	1.24455739161891	0.38804878269973503	1.32587532660689	11.463208924618199	24.9737757217093	1.2920180451249	56.6165290039006	1.1506	1.3359999999999999	1.4001	1.6185	2.7829	5.4977	2.0325	1.7119	1.4961	1.2714	0	narrow
ENCFF001LQF	ChIP-seq	mouse	y2012	single-ended	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	1.0	2.0	2.0	0.0	16.95	62.47	20.58	83.05	16.95	62.47	20.58	83.05									6.08042582155571	0.750428170722158	1.65606195374351	0.870295894580654	3.40197450451662	12.8177147228486	26.0508504183323	1.3301904029523202	47.0420581107481	1.2013	1.3388	1.3847	1.5942	4.1291	7.6359	2.2304	1.7457	1.6018	1.4575	0	narrow
ENCFF001LMJ	ChIP-seq	mouse	y2012	single-ended	2.0	0.0	0.0	0.0	1.0	1.0	2.0	2.0	2.0	2.0	2.0	0.0	33.9	44.78	21.32	66.1	33.9	44.78	21.32	66.1									5.44590239387344	0.651261718199541	1.12287901475375	0.780520543028996	1.71260339438743	10.443403389926699	21.4514904302849	1.17519082150826	57.216748294037	0.9682	1.1869	1.2895	1.4744	4.3669	10.5427	2.1732	1.6188	1.4399	1.1616	0	narrow
ENCFF001LSL	ChIP-seq	mouse	y2012	single-ended	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	1.0	2.0	2.0	2.0	9.8	70.59	19.61	90.2	9.8	70.59	19.61	90.2									7.613289534035291	0.965110105453535	2.11679879722551	1.207893107231	4.48762147932029	13.546869966066597	26.6698984205556	1.6362510450508505	41.7562675450614	1.3619	1.5155	1.5835	1.7904	5.4951	8.8175	2.63	2.0054	1.8709	1.6872	0	narrow
ENCFF001NUY	ChIP-seq	mouse	y2012	single-ended	2.0	2.0	0.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	4.12	68.93	26.95	95.88	4.12	68.93	26.95	95.88									2.4983815376300096	0.24897094028125896	1.32905508015674	0.461034888200048	1.55543813440196	11.4698058450189	25.3803134472543	1.22942636853346	55.8275737585234	1.1812	1.3330000000000002	1.4063	1.5959	2.759	5.0276	1.9541	1.7062	1.4734	1.2885	0	narrow
ENCFF001LOI	ChIP-seq	mouse	y2012	single-ended	2.0	2.0	0.0	2.0	2.0	0.0	2.0	2.0	2.0	1.0	2.0	0.0	22.14	30.28	47.58	77.86	22.14	30.28	47.58	77.86									1.4700300933079198	0.181990886974845	0.711475484634992	0.282059950183235	1.19045890739101	6.47783859119351	14.518102649082198	1.56854367884986	73.5994997583825	0.8623	1.605	1.5711	1.7779	4.7423	19.8905	3.4444	2.3264	2.0206	1.1796	0	narrow
ENCFF001LRL	ChIP-seq	mouse	y2012	single-ended	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	1.0	2.0	0.0	16.5	52.17	31.33	83.5	16.5	52.17	31.33	83.5									3.2518957739743	0.322717269274884	1.07849375640875	0.44491413795479295	1.62756907264128	10.217623909246	22.229393717094997	1.28489095499994	59.542501408405	1.0532	1.3588	1.4211	1.5662	3.5137	10.3222	2.3045	1.745	1.5879	1.2462	0	narrow
ENCFF001NVW	ChIP-seq	mouse	y2012	single-ended	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	1.0	3.2	70.46	26.34	96.8	3.2	70.46	26.34	96.8									4.23362334060615	0.35891292036217204	1.47468144969435	0.50839290905561	1.51019049142301	12.686384747005599	25.150158985950302	1.41834982542226	52.6593053304805	1.2473	1.4108	1.5144	1.8322	3.8657	6.3142	2.3888	1.9077	1.625	1.425	0	narrow
ENCFF001KMJ	ChIP-seq	mouse	y2011	single-ended	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	0.0	4.01	76.93	19.06	95.99	4.01	76.93	19.06	95.99									9.7399113950755	1.3352018725575905	1.68761238861598	1.64893563585586	2.3516470269129903	18.6613825181078	24.054328280240693	1.64160212169615	38.8793787609375	1.3398	1.561	1.6726	2.3303	7.1371	12.7398	3.8032	2.4319	2.0005	1.7013	0	narrow
ENCFF001LZR	ChIP-seq	mouse	y2011	single-ended	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	0.0	6.42	71.62	21.96	93.58	6.42	71.62	21.96	93.58									6.7241557441097415	1.44662232444583	1.24059249124574	2.0211787434186297	2.37445872030798	15.321437634849696	22.7963885598274	1.04288810894906	47.0322776728459	1.0178	1.1605	1.2082	1.4144	4.2128	15.0958	2.7523	1.6318	1.4601	1.1905	0	narrow
ENCFF001LQW	ChIP-seq	mouse	y2012	single-ended	2.0	2.0	2.0	2.0	2.0	1.0	2.0	2.0	2.0	2.0	2.0	0.0	6.27	69.44	24.29	93.73	6.27	69.44	24.29	93.73									6.38584459062433	0.660119709475008	1.60992067916394	0.7480084413360291	2.90012726288373	13.299423349474699	25.987643346521697	1.46608449170682	46.942828128813716	1.2738	1.4231	1.4998	1.7722	4.3878	8.0155	2.3556	1.8834	1.7156	1.5301	0	narrow
ENCFF001LMV	ChIP-seq	mouse	y2012	single-ended	2.0	0.0	0.0	2.0	2.0	1.0	2.0	2.0	2.0	1.0	2.0	0.0	27.77	54.84	17.39	72.23	27.77	54.84	17.39	72.23									4.37289614447222	0.41621201725300105	1.6683744356553998	0.621950322561795	2.6160602827340003	11.710660609376301	26.1126442409899	1.7084742620574	50.7727276849	1.3014	1.5033	1.6168	1.8316	4.2263	6.3468	2.2192	1.8382	1.7089	1.4563	0	narrow
ENCFF001MUJ	ChIP-seq	mouse	y2011	single-ended	2.0	2.0	0.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	0.0	8.34	65.43	26.22	91.66	8.34	65.43	26.22	91.66									1.27315338012478	0.16384039474384698	1.12297472277221	0.31301451258236	1.5081151724643702	10.8420954292448	25.455935371945802	1.09976985999733	58.2211011561245	1.0839	1.2332	1.2922	1.3483	1.7337	4.1167	1.6962	1.5311	1.3681	1.1996	0	narrow
ENCFF001MQO	ChIP-seq	mouse	y2011	single-ended	2.0	2.0	0.0	2.0	1.0	2.0	2.0	2.0	2.0	2.0	2.0	0.0	3.22	69.48	27.3	96.78	3.22	69.48	27.3	96.78									1.39299795333442	0.169618163303427	1.17738504829448	0.326080625367807	1.63351630804828	11.551107388683699	26.0615445797507	1.18059865470402	56.50715127851321	1.1473	1.2976	1.3653	1.459	1.8076	4.2602	1.8163	1.7012	1.4623	1.2691	0	narrow
ENCFF001KPB	ChIP-seq	mouse	y2011	single-ended	2.0	2.0	1.0	2.0	2.0	2.0	2.0	2.0	2.0	1.0	2.0	0.0	8.13	77.79	14.08	91.87	8.13	77.79	14.08	91.87									7.9851439182915485	1.10006798341927	1.42003124429711	1.26200488919104	1.85410236818937	17.7001550182392	26.3675396218999	1.31354394155431	40.997411014918214	1.0761	1.2066	1.3841	1.9361	5.7789	9.1126	2.9530000000000003	1.8833	1.5742	1.3505	0	narrow
ENCFF001HZN	ChIP-seq	mouse	y2011	single-ended	2.0	1.0	1.0	2.0	2.0	1.0	2.0	2.0	2.0	0.0	2.0	0.0	35.16	49.05	15.8	64.84	35.16	49.05	15.8	64.84									5.63740979482272	1.17264222675631	1.5332623127433798	1.64049537864607	3.07184113857642	14.8789139065939	26.034563353776804	1.29532327408932	44.735548613995114	1.1884	1.2936	1.4162	1.5765	3.5877	9.3265	2.4831	1.7951	1.579	1.4487	0	narrow
ENCFF907BFC	ChIP-seq	mouse	y2016	single-ended	2.0	2.0	0.0	2.0	0.0	2.0	0.0	1.0	2.0	2.0	2.0	0.0	3.09	76.38	20.53	96.91	3.09	76.38	20.53	96.91									12.334376944227	2.34140124831918	1.31214000441528	2.76677303470006	2.49944809039276	18.8091797619764	19.146647400004	1.04812651775142	39.7419069982138	1.0078	1.1417	1.2794	1.795	7.8826	21.4078	4.6525	2.1032	1.6196	1.2581	0	narrow
ENCFF001LQY	ChIP-seq	mouse	y2012	single-ended	2.0	0.0	2.0	2.0	1.0	2.0	2.0	2.0	2.0	1.0	2.0	0.0	22.03	59.04	18.93	77.97	22.03	59.04	18.93	77.97									3.9214761930076	0.41594909513268297	1.65908222391843	0.617755118621219	2.65447137754677	12.522906287581598	27.557154133864003	1.57553132055563	49.0756742497721	1.3641	1.4669	1.5661	1.7384	3.3512	4.1782	1.9685	1.7227	1.6032	1.4936	0	narrow
ENCFF001NRX	ChIP-seq	mouse	y2012	single-ended	2.0	0.0	2.0	0.0	2.0	0.0	0.0	2.0	2.0	0.0	2.0	1.0	68.55	23.94	7.52	31.45	68.55	23.94	7.52	31.45									7.15904976679579	0.509239430087247	1.36751610895641	0.818640245532915	1.46382672607793	14.791843650243402	24.4250350812014	1.4621702781176102	48.0026787129873	1.3740420266119098	1.5251042305659	1.76659182238947	2.1403029956942	5.687144641765928	7.650717810386912	2.7396066731110493	2.04822922835825	1.73385971584293	1.49001729621026	1	narrow
ENCFF001NXR	ChIP-seq	mouse	y2012	single-ended	2.0	0.0	2.0	0.0	2.0	0.0	0.0	2.0	2.0	0.0	2.0	0.0	64.86	28.36	6.78	35.14	64.86	28.36	6.78	35.14									28.582100627316297	1.96928797189109	1.58263007588763	1.76863899629386	1.62765325931749	11.752454716103301	16.791541657976197	1.78097274142053	34.144719953793604	1.0663	1.1748	1.3354	2.0055	15.7341	22.8684	2.7943	1.7423	1.4586	1.2452	1	narrow
ENCFF001NEX	ChIP-seq	mouse	y2012	single-ended	2.0	0.0	2.0	0.0	2.0	1.0	1.0	2.0	2.0	0.0	2.0	2.0	54.91	32.13	12.97	45.09	54.91	32.13	12.97	45.09									3.20618713791388	0.321910391852741	1.37896724284254	0.53170716447401	1.3920858481531495	13.2301134557535	24.8956818596935	1.2678627470965	53.7754841522202	1.1489	1.2992	1.4449	1.8007	3.3078	6.7238	2.8322	2.1055	1.7373	1.385	1	narrow
ENCFF002AFK	ChIP-seq	mouse	y2014	single-ended	2.0	2.0	0.0	2.0	0.0	0.0	2.0	2.0	1.0	0.0	2.0	0.0	55.89	33.75	10.36	44.11	55.89	33.75	10.36	44.11									3.83832605750414	0.575041396959205	1.44452807466506	0.7311957448943751	1.9269406392694095	13.561944904410698	25.4437252245471	1.29790757188017	51.1803903858698	1.2182	1.3735	1.453	1.7202	3.1987	7.2335	2.5544	1.8975	1.7275	1.3997	1	narrow
ENCFF001LMS	ChIP-seq	mouse	y2012	single-ended	2.0	0.0	0.0	0.0	0.0	2.0	1.0	2.0	2.0	2.0	2.0	0.0	74.56	20.23	5.21	25.44	74.56	20.23	5.21	25.44									7.654406027932612	0.717142435412498	1.2985278598088	0.864446825324306	1.96014246453197	12.6182727731884	24.709784244756197	1.3035484593286295	48.873728909716604	1.1394	1.2297	1.3216	1.5433	5.0174	8.0704	2.2696	1.6778	1.4841	1.2579	1	narrow
ENCFF001NLN	ChIP-seq	mouse	y2012	single-ended	2.0	0.0	2.0	0.0	2.0	1.0	1.0	2.0	2.0	0.0	2.0	0.0	68.09	22.75	9.15	31.91	68.09	22.75	9.15	31.91									4.15353732245889	0.5809288935571	1.2351735817290002	0.8412658169497779	1.4715840931066697	11.705503184517601	22.4875346686027	1.1231145603192498	56.4013578787589	1.0318881808444	1.1311501517290101	1.2383748961021699	1.4660229546034598	3.5832480698455202	9.07079887343117	2.92430129389615	3.23626748810493	3.2668096329925	3.21772404299461	1	narrow
ENCFF001LUC	ChIP-seq	mouse	y2012	single-ended	2.0	0.0	2.0	0.0	0.0	1.0	2.0	2.0	2.0	1.0	2.0	0.0	74.64	20.33	5.03	25.36	74.64	20.33	5.03	25.36									9.93682879334336	1.01744508011688	0.9833120883148372	0.8889680962248309	1.26855918499679	10.739004444337	21.8944515261173	0.943037171734258	52.3283936148147	0.9317	0.9552	1.1054	1.2591	5.6145	10.8024	2.2052	1.5847	1.271	1.0018	1	narrow
ENCFF001NNV	ChIP-seq	mouse	y2012	single-ended	2.0	0.0	0.0	0.0	1.0	0.0	0.0	2.0	2.0	0.0	2.0	0.0	78.4	12.97	8.63	21.6	78.4	12.97	8.63	21.6									2.89034150068078	0.300284019148189	1.07237251483245	0.447160732658505	1.1848712056335602	11.5539728795599	24.3361899539778	1.1996574519601	57.0151497415487	1.0958591156326998	1.3286896840017701	1.3963758147854701	1.64050765813279	3.54932945768462	7.2003703901734815	2.4442348915320604	1.78402169844796	2.14019413889145	1.24873012555352	1	narrow
ENCFF001NGS	ChIP-seq	mouse	y2012	single-ended	2.0	0.0	1.0	0.0	2.0	1.0	1.0	2.0	2.0	0.0	2.0	0.0	60.3	29.28	10.41	39.7	60.3	29.28	10.41	39.7									4.03385415879788	0.331873893963521	1.31309255101743	0.509141891953141	1.46820204925834	12.9944492958129	25.352949648838106	1.34602813928027	52.6504083710783	1.1995	1.3752	1.501	1.7169	3.6088	5.8917	2.2799	1.8559999999999999	1.5921	1.3384	1	narrow
ENCFF002BXB	ChIP-seq	mouse	y2014	single-ended	2.0	2.0	0.0	2.0	1.0	1.0	2.0	2.0	2.0	2.0	2.0	2.0	8.96	68.77	22.27	91.04	8.96	68.77	22.27	91.04									17.477517464000197	3.5920611303054	1.06261821299776	4.128514866466601	1.9773535419766497	22.960482182937003	13.6155145890601	0.877815045519885	34.3081229667364	0.7642	0.9441	1.0735	1.7151	11.2374	31.7268	6.1892	2.287	1.5127	1.0692	1	narrow
ENCFF001NTB	ChIP-seq	mouse	y2012	single-ended	2.0	0.0	2.0	0.0	2.0	2.0	1.0	2.0	2.0	0.0	2.0	1.0	56.87	34.27	8.87	43.13	56.87	34.27	8.87	43.13									27.031634945469694	1.13577929546379	1.15836550406168	0.9922581932568107	1.28456320355766	11.701410322335901	18.150978936715894	1.1700971755178702	37.3749124236208	1.07615243583028	1.14108608346429	1.3483280949886498	1.82894621966125	18.7304653396193	16.9953727955299	2.35310808451196	1.6562991094814	1.3767024620219999	1.17688143879867	1	narrow
ENCFF002AEZ	ChIP-seq	mouse	y2014	single-ended	2.0	2.0	0.0	2.0	0.0	0.0	2.0	2.0	0.0	0.0	2.0	0.0	55.86	34.4	9.75	44.14	55.86	34.4	9.75	44.14									5.83941312955107	0.884358313580056	1.52756447359314	1.08337905928591	2.10988071795932	15.2838703917519	24.872677882314896	1.39204177830654	47.006814253657204	1.2646	1.4273	1.5224	1.9494	4.3406	9.2764	2.9612	2.0882	1.8358	1.5404	1	narrow
ENCFF001NGU	ChIP-seq	mouse	y2012	single-ended	2.0	0.0	2.0	0.0	2.0	0.0	1.0	2.0	2.0	0.0	2.0	0.0	56.75	32.34	10.91	43.25	56.75	32.34	10.91	43.25									3.85755660555965	0.310268153859168	1.31216944004705	0.489420067431209	1.38910708027698	13.1437485146202	25.530809295356	1.31126310658884	52.655657736261	1.2151	1.3869	1.4531	1.7296	3.5568	5.6103	2.2733	1.8421	1.5543	1.3615	1	narrow
ENCFF002BWA	ChIP-seq	mouse	y2014	single-ended	2.0	2.0	0.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	8.98	68.03	22.99	91.02	8.98	68.03	22.99	91.02									5.18750251478695	0.7733472820182671	1.29249989940852	0.88289140144047	1.7226290588661295	13.646843439423805	25.7523236631393	1.22993200016095	49.512030740755606	1.0469	1.2194	1.3345	1.619	4.165	8.0279	2.2659	1.6137	1.4237	1.2309	1	narrow
ENCFF001NSD	ChIP-seq	mouse	y2012	single-ended	2.0	0.0	1.0	0.0	2.0	1.0	1.0	2.0	2.0	0.0	2.0	0.0	58.04	30.62	11.35	41.96	58.04	30.62	11.35	41.96									3.73377432389414	0.323115085721608	1.29174841163052	0.478010986116323	1.46118805053898	12.40936860851	25.2254533730794	1.30212226707389	53.77521889343511	1.23881345783503	1.35968070817083	1.48985321962035	1.6930518019840402	3.3037722719401903	4.91651562474714	2.07800640849287	1.80623209748677	1.5350646513359099	1.36170359102164	1	narrow
ENCFF001NMT	ChIP-seq	mouse	y2012	single-ended	2.0	0.0	2.0	0.0	2.0	1.0	1.0	2.0	2.0	0.0	2.0	0.0	54.36	33.47	12.17	45.64	54.36	33.47	12.17	45.64									5.36318905259008	0.32129055224767605	1.3823035778393	0.5030032370400239	1.19847912415894	13.6796366148546	25.4725585689045	1.38994617000544	50.6895931023595	1.3559	1.48	1.6485	2.0438	4.6681	5.3155	2.5215	1.9562	1.6888	1.4673	1	narrow
ENCFF001NWQ	ChIP-seq	mouse	y2012	single-ended	2.0	0.0	2.0	0.0	2.0	0.0	0.0	2.0	1.0	0.0	2.0	0.0	72.1	19.61	8.29	27.9	72.1	19.61	8.29	27.9									2.66874602549738	0.252854071404779	1.3486559872412198	0.42414882556602	1.4388961229042398	11.808133724979598	25.346980387406802	1.26265532103887	55.4489295339612	1.1809	1.3254	1.433	1.6775	2.8782	5.3239	2.1386	1.8486	1.5930000000000002	1.337	1	narrow
ENCFF001KVW	ChIP-seq	mouse	y2011	single-ended	2.0	0.0	2.0	0.0	0.0	1.0	2.0	2.0	2.0	1.0	2.0	0.0	70.97	20.87	8.17	29.03	70.97	20.87	8.17	29.03									9.90527530826749	1.47247731635767	0.954881080101707	1.73499072703695	1.44234782059921	15.4341395687818	16.9483503083184	0.9035795062427092	51.2039583642941	0.8276	0.873	1.0599	1.4415	7.0821	20.0816	5.176	2.8173	1.7591	1.0047	1	narrow
ENCFF001KVT	ChIP-seq	mouse	y2011	single-ended	2.0	0.0	2.0	2.0	0.0	2.0	2.0	2.0	2.0	2.0	2.0	0.0	73.1	24.11	2.79	26.9	73.1	24.11	2.79	26.9									29.4702388046846	4.95026696887416	0.959004678340316	5.97006703517819	2.4804918917782004	24.484616363073698	11.035915351185999	0.64721548108983	20.002183425795103	0.7132	0.7299	0.8296	1.4609999999999999	14.9755	42.0263	4.9408	1.7087	1.1537	0.9103	1	narrow
ENCFF001NFW	ChIP-seq	mouse	y2012	single-ended	2.0	0.0	1.0	0.0	2.0	0.0	1.0	2.0	2.0	0.0	2.0	0.0	56.3	31.29	12.41	43.7	56.3	31.29	12.41	43.7									3.3405605156516804	0.309403179419365	1.3562629044754402	0.503097074106676	1.4935726078296998	12.2526092900054	25.073015499568	1.3508881524239098	54.320590776519786	1.1654	1.3138	1.4321	1.6892	3.5935	6.104	2.2503	1.8013	1.5951	1.3454	1	narrow
ENCFF001NRF	ChIP-seq	mouse	y2012	single-ended	2.0	2.0	0.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	0.0	14.64	59.84	25.52	85.36	14.64	59.84	25.52	85.36									2.19688320671129	0.199211043370368	1.28334383320474	0.344827237509114	1.36616304362115	10.323176940866697	24.70045029785589	1.38942118574053	58.196523211120216	1.1857	1.4053	1.4935	1.6418	2.8872	5.6404	1.9307	1.7305	1.463	1.2299	1	narrow
ENCFF001NZE	ChIP-seq	mouse	y2012	single-ended	2.0	0.0	2.0	0.0	2.0	1.0	1.0	2.0	2.0	0.0	2.0	0.0	55.85	33.67	10.48	44.15	55.85	33.67	10.48	44.15									10.6730043107913	0.834807301496962	1.44819257482043	1.01459957505473	1.64155976836159	14.7148110421416	22.949558613990607	1.37508911683582	45.348377696506994	1.2332	1.3751	1.5626	2.0504	7.6786	10.7723	3.0703	2.0312	1.6418	1.4266	1	narrow
ENCFF001NEZ	ChIP-seq	mouse	y2012	single-ended	2.0	0.0	2.0	0.0	2.0	0.0	0.0	2.0	2.0	0.0	2.0	1.0	62.3	26.77	10.92	37.7	62.3	26.77	10.92	37.7									3.80945557871879	0.438027353249233	1.34061999891023	0.637717777593907	1.53243985574662	13.2334511227667	24.4724197151662	1.25656637411027	53.279302223738	1.1443	1.2747	1.4276	1.7426	3.5776	7.5594	2.9151	2.1509	1.8039	1.4544	1	narrow
ENCFF001LLK	ChIP-seq	mouse	y2012	single-ended	2.0	0.0	2.0	0.0	0.0	0.0	2.0	2.0	2.0	0.0	2.0	0.0	67.28	10.78	21.94	32.72	67.28	10.78	21.94	32.72									1.13109021387031	0.15405867635214998	0.476628848455905	0.22778900140443695	0.674150713581775	5.5805687079703095	12.0714555769555	1.4012950982948795	78.2829631631147	0.7333	1.4076	1.4508	1.6324	4.8895	23.5835	4.0939	2.478	2.1029	0.9783	1	narrow
ENCFF001NZM	ChIP-seq	mouse	y2012	single-ended	2.0	0.0	2.0	0.0	2.0	0.0	1.0	2.0	2.0	0.0	2.0	0.0	60.2	28.51	11.3	39.8	60.2	28.51	11.3	39.8									3.09738345162044	0.28840034479147403	1.62144635189676	0.479525992282471	1.6939492318722702	11.432797886138301	25.849391378602	1.69807786809309	53.839027494703295	1.3684	1.4902	1.6325	1.8933	3.1286	5.4367	2.286	1.9144	1.6577	1.4	1	narrow
ENCFF001OAA	ChIP-seq	mouse	y2012	single-ended	2.0	0.0	2.0	0.0	2.0	0.0	0.0	2.0	1.0	0.0	2.0	0.0	77.13	15.85	7.01	22.87	77.13	15.85	7.01	22.87									2.6536045642844304	0.33611854572843497	1.26774490435021	0.5572438682028629	1.35444294745152	11.102686330306499	23.3749403384547	1.10874814470216	58.2444703565193	1.0705	1.1535	1.2608	1.4489	2.7688	7.2021	2.9361	2.9926	2.8745	2.7976	1	narrow
ENCFF001OAC	ChIP-seq	mouse	y2012	single-ended	2.0	0.0	1.0	0.0	2.0	1.0	1.0	2.0	2.0	0.0	2.0	0.0	69.35	21.46	9.19	30.65	69.35	21.46	9.19	30.65									3.22522606482812	0.415757359241799	1.25762718007264	0.7032408881571279	1.3055195284286398	10.7689181247945	21.910619934089798	1.05712651087415	59.355964409513206	0.9829242962980121	1.06554244217695	1.14198353042008	1.37645434317931	3.1710182750823903	8.93112452047373	3.3170799504291097	3.990765298834471	4.12627450072001	4.08599493738651	1	narrow
ENCFF001NMA	ChIP-seq	mouse	y2012	single-ended	2.0	0.0	2.0	0.0	2.0	1.0	1.0	2.0	2.0	0.0	2.0	0.0	56.02	31.63	12.35	43.98	56.02	31.63	12.35	43.98									2.5934078338412903	0.250955444826085	1.26959266605389	0.407172689597343	1.4034355699611398	11.7128666569913	25.2204174931063	1.26999580733072	55.872155838291995	1.1819	1.3404	1.4294	1.6285	2.7313	5.0619	2.0667	1.7236	1.5095	1.2559	1	narrow
ENCFF001NHJ	ChIP-seq	mouse	y2012	single-ended	2.0	0.0	2.0	0.0	2.0	1.0	1.0	2.0	2.0	0.0	2.0	1.0	56.11	33.96	9.93	43.89	56.11	33.96	9.93	43.89									19.159350430927	0.844854225176434	1.16955828981145	0.761968181415822	1.32859085678418	11.531621428054097	20.488746006582602	1.14591967296225	43.5693909082862	1.0647	1.1449	1.3167	1.6495	13.7301	13.0699	2.2134	1.6326	1.4132	1.2008	1	narrow
ENCFF001NOT	ChIP-seq	mouse	y2012	single-ended	2.0	0.0	0.0	0.0	2.0	2.0	1.0	2.0	2.0	0.0	2.0	0.0	74.35	18.16	7.49	25.65	74.35	18.16	7.49	25.65									4.2349595914272316	0.33849427020050504	1.37313523133467	0.5220091858290189	1.54596191561339	11.897816475001099	24.5685130754377	1.40308244558833	54.116027809568	1.2277	1.3509	1.4971	1.7155	3.8571	6.335	2.2858	1.8753	1.6031	1.371	1	narrow
ENCFF001NZG	ChIP-seq	mouse	y2012	single-ended	2.0	0.0	1.0	0.0	2.0	0.0	0.0	2.0	2.0	0.0	2.0	0.0	63.66	28.21	8.13	36.34	63.66	28.21	8.13	36.34									11.1483464237682	0.9135830265943232	1.4509375056539802	1.0951135520679	1.60301706547764	15.8550731047349	22.7523284355607	1.3557495723076498	43.825851313834704	1.286	1.4371	1.6247	2.2924	8.1163	10.9485	3.4539	2.1527	1.7134	1.4607	1	narrow
ENCFF001NEP	ChIP-seq	mouse	y2012	single-ended	2.0	0.0	0.0	0.0	2.0	0.0	1.0	2.0	2.0	0.0	2.0	2.0	58.9	31.53	9.56	41.1	58.9	31.53	9.56	41.1									7.06966883043667	0.508593334729314	1.30007409435755	0.650238390541694	1.53534381392652	13.675543224393197	24.3013385306767	1.32473865631493	49.6344611246235	1.2182	1.3494	1.4696	1.8508	5.5429999999999975	7.4669	2.5002	1.8819	1.6007	1.3365	1	narrow
