accession	assay	organism	year	runType	FastQC_Basic_Statistics	FastQC_Per_base_sequence_quality	FastQC_Per_tile_sequence_quality	FastQC_Per_sequence_quality_scores	FastQC_Per_base_sequence_content	FastQC_Per_sequence_GC_content	FastQC_Per_base_N_content	FastQC_Sequence_Length_Distribution	FastQC_Sequence_Duplication_Levels	FastQC_Overrepresented_sequences	FastQC_Adapter_Content	FastQC_Kmer_Content	BowtieSE_no_mapping	BowtieSE_uniquely	BowtieSE_multiple	BowtieSE_overall	BowtieMI_no_mapping	BowtieMI_uniquely	BowtieMI_multiple	BowtieMI_overall	BowtiePE_con_no_mapping	BowtiePE_con_uniquely	BowtiePE_con_multiple	BowtiePE_dis_uniquely	BowtiePE_cod_no_mapping	BowtiePE_cod_uniquely	BowtiePE_cod_multiple	BowtiePE_overall	readsAnno_Promoter	readsAnno_5_UTR	readsAnno_3_UTR	readsAnno_1st_Exon	readsAnno_Other_Exon	readsAnno_1st_Intron	readsAnno_Other_Intron	readsAnno_Downstream	readsAnno_Distal_Intergenic	TSS_-4500	TSS_-3500	TSS_-2500	TSS_-1500	TSS_-500	TSS_+500	TSS_+1500	TSS_+2500	TSS_+3500	TSS_+4500	status	peak_type
ENCFF001OBW	ChIP-seq	mouse	y2012	single-ended	2.0	0.0	2.0	0.0	2.0	0.0	1.0	2.0	2.0	0.0	2.0	0.0	62.38	27.16	10.47	37.62	62.38	27.16	10.47	37.62									5.7505744834683705	0.448207873394115	1.81025228937452	0.752719356014605	1.7500347408933503	12.414582716556597	25.332757339391303	1.6955569921838	50.0453142087233	1.2033	1.3511	1.4757	1.8112	4.3595	7.9514	2.4058	2.0147	1.7097	1.4612	1	narrow
ENCFF001NWA	ChIP-seq	mouse	y2012	single-ended	2.0	0.0	2.0	0.0	2.0	0.0	0.0	2.0	2.0	0.0	2.0	0.0	64.74	26.08	9.18	35.26	64.74	26.08	9.18	35.26									7.014731081535691	0.574144268514549	1.4465555281778502	0.668766124250535	1.6552636641948	13.049715290599401	24.567029064998803	1.40638905671798	49.6174059210104	1.2346935693695802	1.37306247182565	1.53212518750273	1.8990209029885199	5.38900453809731	7.334670414670461	2.47207174153539	1.95092322371578	1.6690399301108405	1.4341371854400602	1	narrow
ENCFF001NJN	ChIP-seq	mouse	y2012	single-ended	2.0	0.0	1.0	0.0	2.0	2.0	1.0	2.0	2.0	0.0	2.0	0.0	62.6	26.65	10.75	37.4	62.6	26.65	10.75	37.4									2.8379206003755404	0.27484252552433497	1.26806933215486	0.412566478292586	1.4367685622123798	11.7352915358794	25.1295260984368	1.2114663010171398	55.693548566107	1.1618	1.2745	1.3943	1.5779	2.9709	5.5018	2.1253	1.8003	1.5585	1.344	1	narrow
ENCFF001NHA	ChIP-seq	mouse	y2012	single-ended	2.0	0.0	2.0	0.0	2.0	0.0	0.0	2.0	2.0	0.0	2.0	0.0	62.48	27.19	10.33	37.52	62.48	27.19	10.33	37.52									6.08845120715122	0.40967171854565504	1.26810827585234	0.542467420720563	1.4340525258387398	11.682596105599801	24.167507974794997	1.23264235235798	53.1745024191387	1.1463	1.2494	1.3733	1.6165	5.0149	7.1312	2.1463	1.719	1.4941	1.2658	1	narrow
ENCFF001NLL	ChIP-seq	mouse	y2012	single-ended	2.0	0.0	2.0	0.0	2.0	1.0	1.0	2.0	2.0	0.0	2.0	0.0	65.28	24.76	9.96	34.72	65.28	24.76	9.96	34.72									3.8070121442178704	0.543039856449994	1.22045668052681	0.807971692325023	1.42554248665786	11.277405961268101	21.960374887600107	1.07471399632676	57.883482294627505	0.9840000000000001	1.0595	1.1732	1.3714	3.4071	9.325	3.0497	3.6156	3.8022	3.8964	1	narrow
ENCFF001MZH	ChIP-seq	mouse	y2010	single-ended	2.0	2.0	2.0	2.0	1.0	1.0	2.0	2.0	2.0	2.0	2.0	1.0	5.58	66.64	27.79	94.42	5.58	66.64	27.79	94.42									2.5331235500046203	0.285662405062392	1.15117079994603	0.508531831171084	1.13575152240005	11.218437398240399	23.588857137350306	1.06098831482513	58.5174770410001	1.012	1.1564	1.2428	1.4127	3.1308	7.0496	2.0982	1.8422	1.2482	1.0843	1	narrow
ENCFF001NPE	ChIP-seq	mouse	y2012	single-ended	2.0	0.0	2.0	0.0	2.0	0.0	0.0	2.0	2.0	0.0	2.0	2.0	63.02	25.69	11.29	36.98	63.02	25.69	11.29	36.98									4.19777832952827	0.4569099684492921	1.4349213654613602	0.6783503198470711	1.54311829194195	13.080322087716201	23.9949898363521	1.31208959351464	53.301520207189	1.1587	1.3230000000000002	1.4623	1.8452	3.9099	8.208	3.0852	2.2946	1.9007	1.5319999999999998	1	narrow
ENCFF001LRI	ChIP-seq	mouse	y2012	single-ended	2.0	0.0	2.0	2.0	0.0	2.0	2.0	2.0	2.0	1.0	2.0	0.0	71.95	22.28	5.77	28.05	71.95	22.28	5.77	28.05									3.72563745952737	0.3870531716801421	1.54630750271489	0.596422866620073	2.53559936587454	12.273195364587	27.033758857852202	1.534675852996	50.36734955814771	1.3033	1.4485	1.5106	1.6754	3.1419	4.1116	2.1705	1.7454	1.5859999999999999	1.4861	1	narrow
ENCFF001NOD	ChIP-seq	mouse	y2012	single-ended	2.0	0.0	1.0	0.0	1.0	0.0	0.0	2.0	2.0	0.0	2.0	0.0	74.37	16.28	9.35	25.63	74.37	16.28	9.35	25.63									2.4988812713202404	0.268898938647202	1.09953604326626	0.37567060587112894	1.29903844891173	11.1911253248859	24.3004031463802	1.19135765680131	57.77508856391599	1.1046	1.2924	1.369	1.5809	2.9599	5.9399	2.1936	1.7199	1.8035	1.2331	1	narrow
ENCFF001NSZ	ChIP-seq	mouse	y2012	single-ended	2.0	0.0	2.0	0.0	2.0	0.0	0.0	2.0	2.0	0.0	2.0	0.0	70.33	23.05	6.62	29.67	70.33	23.05	6.62	29.67									22.2551540950248	0.8853401109540481	1.20555453900182	0.815868158118567	1.3135326538286	11.7908280936132	19.5338844171695	1.1959028639335	41.003935068356	1.0924	1.2028	1.3762	1.8434	16.0844	14.1634	2.3202	1.712	1.4092	1.2369	1	narrow
ENCFF001MZI	ChIP-seq	mouse	y2010	single-ended	2.0	0.0	2.0	0.0	1.0	1.0	1.0	2.0	2.0	1.0	2.0	0.0	71.49	19.77	8.74	28.51	71.49	19.77	8.74	28.51									2.70345752108585	0.32396805004747803	1.08270325440632	0.545870930722632	1.14109874932084	11.1333296095626	23.103695165360797	1.05233759705077	58.913539122442714	1.0228	1.1267	1.2325	1.3805	3.1334	6.7116	2.1372	1.7995	1.2751	1.072	1	narrow
ENCFF001NSR	ChIP-seq	mouse	y2012	single-ended	2.0	0.0	2.0	0.0	2.0	0.0	0.0	2.0	2.0	0.0	2.0	0.0	65.31	25.12	9.58	34.69	65.31	25.12	9.58	34.69									7.86794904179125	0.494929438841797	1.30736647824192	0.603214122899091	1.50008503769333	11.6964566956868	23.8819052871305	1.22393896608254	51.4241549316327	1.1521	1.2734	1.4179	1.6536	6.1610000000000005	7.5986	2.1221	1.7036	1.4981	1.2584	1	narrow
ENCFF001NXT	ChIP-seq	mouse	y2012	single-ended	2.0	0.0	0.0	0.0	2.0	0.0	0.0	2.0	2.0	0.0	2.0	0.0	68.39	25.26	6.36	31.61	68.39	25.26	6.36	31.61									25.420338758634	1.83392280732727	1.7420410980064898	1.66881659167006	1.75969522556157	11.938403144039599	18.1968916698598	1.88578180702032	35.554108897880894	1.1132	1.2235	1.3814	1.9942	14.2668	20.5749	2.7503	1.84	1.5341	1.2963	1	narrow
ENCFF001NOM	ChIP-seq	mouse	y2012	single-ended	2.0	0.0	1.0	0.0	2.0	0.0	0.0	2.0	1.0	0.0	2.0	0.0	72.43	17.53	10.04	27.57	72.43	17.53	10.04	27.57									3.94119401902013	0.3000366857082961	1.20478284882666	0.432468061261101	1.11810782373122	12.137426275836198	24.814656545173804	1.28883746618666	54.762490274255896	1.2399	1.3935	1.5295	1.795	3.8854	5.7541	2.3053	1.8277	1.8204	1.3603	1	narrow
ENCFF001NID	ChIP-seq	mouse	y2012	single-ended	2.0	0.0	0.0	0.0	2.0	0.0	0.0	2.0	2.0	0.0	2.0	0.0	66.52	23.33	10.15	33.48	66.52	23.33	10.15	33.48									2.5244185211664303	0.21771643470883306	1.25260263666434	0.5597122462208051	1.34027572021871	11.5443305244913	24.3992067962314	1.31580410981483	56.84593301048329	1.1671	1.3230000000000002	1.4469	1.6884	2.9604	6.3826	2.3169999999999997	1.8596	1.6005	1.2751	1	narrow
ENCFF001NVB	ChIP-seq	mouse	y2012	single-ended	2.0	0.0	1.0	0.0	2.0	1.0	1.0	2.0	2.0	0.0	2.0	0.0	58.68	28.94	12.38	41.32	58.68	28.94	12.38	41.32									2.50173553081531	0.252755888787409	1.26445018048403	0.436537702660253	1.47606756105659	11.2624491497855	24.9593365968393	1.2097851519050602	56.6368822376666	1.14368704926302	1.26708019445784	1.35632680890692	1.51708158027484	2.62429392624128	4.84625746262452	1.9286137949766893	1.7053309608146399	1.49047389397946	1.26652586766002	1	narrow
ENCFF001OAQ	ChIP-seq	mouse	y2012	single-ended	2.0	0.0	1.0	0.0	2.0	0.0	0.0	2.0	2.0	0.0	2.0	0.0	65.57	24.24	10.19	34.43	65.57	24.24	10.19	34.43									3.21091402656614	0.253739638964742	1.35055943548972	0.394101963058731	1.47309957065642	11.6828979483338	25.5239924925288	1.27040993048339	54.840284993918296	1.1717	1.3062	1.3702	1.6001	3.1438	5.1720000000000015	2.0221	1.7698	1.5529	1.3629	1	narrow
ENCFF001LLZ	ChIP-seq	mouse	y2012	single-ended	2.0	0.0	0.0	0.0	0.0	1.0	2.0	2.0	2.0	2.0	2.0	0.0	78.11	18.44	3.45	21.89	78.11	18.44	3.45	21.89									4.82562578530018	0.3916731628234129	1.7156867656754398	0.6161162134052621	2.40384519040586	11.908908184756699	27.9081907685772	1.92520034548198	48.304753583574	1.4364	1.5721	1.6667	1.9083	4.0452	3.9674	2.1115	1.7675	1.5938	1.4582	1	narrow
ENCFF001NPC	ChIP-seq	mouse	y2012	single-ended	2.0	0.0	1.0	0.0	2.0	1.0	1.0	2.0	2.0	0.0	2.0	2.0	70.23	20.48	9.29	29.77	70.23	20.48	9.29	29.77									3.84596683505358	0.394673000745896	1.44327209263591	0.601371993010719	1.4557898994747702	13.045623785074401	24.1644363935061	1.35130242090246	53.69756357959621	1.1801682559326	1.33711424274586	1.47305897153254	1.8819176095036296	3.83103924469232	7.81840980523126	3.0928194137678098	2.27377035073125	1.87812713854274	1.51086123598038	1	narrow
ENCFF001NFY	ChIP-seq	mouse	y2012	single-ended	2.0	0.0	2.0	0.0	2.0	0.0	0.0	2.0	2.0	0.0	2.0	0.0	64.24	25.16	10.6	35.76	64.24	25.16	10.6	35.76									2.7331835698500497	0.24909847659286	1.28080247251799	0.42422840351721	1.38338437061795	11.727211294358304	24.751763982491106	1.31550376742421	56.134823662630396	1.1588	1.307	1.4352	1.6495	3.2969999999999997	6.0512	2.2436	1.8082	1.5749	1.2811	1	narrow
ENCFF001NOV	ChIP-seq	mouse	y2012	single-ended	2.0	0.0	2.0	0.0	2.0	0.0	0.0	2.0	2.0	0.0	2.0	0.0	64.91	25.29	9.8	35.09	64.91	25.29	9.8	35.09									4.0320418354202	0.29040055318231	1.31673114412375	0.46871314553896	1.4240815742310602	12.291069855394401	24.7070290844067	1.2995953947169498	54.17033741298571	1.2065	1.3668	1.4788	1.7751	3.7757	5.859	2.263	1.8723	1.5787	1.3291	1	narrow
ENCFF001NIB	ChIP-seq	mouse	y2012	single-ended	2.0	0.0	1.0	0.0	2.0	1.0	1.0	2.0	2.0	0.0	2.0	0.0	56.61	30.35	13.04	43.39	56.61	30.35	13.04	43.39									2.61122698133017	0.23810149961462804	1.26151312794972	0.544073052857724	1.42597915954419	11.578772755686	24.6096207571102	1.34182433894972	56.388888326957705	1.148	1.3019	1.4295	1.6249	3.0387	6.3945	2.2692	1.7872	1.5678	1.2836	1	narrow
ENCFF001MZG	ChIP-seq	mouse	y2010	single-ended	2.0	0.0	2.0	0.0	2.0	1.0	1.0	2.0	2.0	0.0	2.0	2.0	62.07	26.21	11.71	37.93	62.07	26.21	11.71	37.93									3.430728605101009	0.521311291198575	1.14308570266662	0.734678370865428	1.44942464463345	11.740272735299099	23.638129432885	1.12569528238029	56.2166739349705	1.10209147810619	1.2096190735369299	1.2712151282034299	1.4322410211139098	2.9248833458339702	7.18589662748326	2.0922746068937097	1.64835821291791	1.38737148129219	1.18466205138757	1	narrow
ENCFF001NER	ChIP-seq	mouse	y2012	single-ended	2.0	0.0	1.0	0.0	2.0	0.0	0.0	2.0	2.0	1.0	2.0	0.0	62.96	27.88	9.15	37.04	62.96	27.88	9.15	37.04									5.64121422166699	0.409442155213234	1.2404162930574198	0.550187896067784	1.47193648810663	13.234532577047501	24.5103116153017	1.3010669272696105	51.640891826269204	1.2254	1.3928	1.4579	1.8167	4.7448	6.9064	2.4457	1.8664	1.577	1.3468	1	narrow
ENCFF001NMC	ChIP-seq	mouse	y2012	single-ended	2.0	0.0	2.0	0.0	2.0	1.0	1.0	2.0	2.0	0.0	2.0	0.0	57.79	30.16	12.05	42.21	57.79	30.16	12.05	42.21									2.65358832469546	0.24738720585580495	1.25307216989742	0.4027984101867461	1.31842353940193	11.5030512433401	24.9035109216459	1.28786572310584	56.430302461870795	1.1821	1.3071	1.4534	1.6347	2.8115	5.2785	2.0756	1.7403	1.5087	1.2721	1	narrow
ENCFF001NQI	ChIP-seq	mouse	y2012	single-ended	2.0	0.0	1.0	0.0	2.0	0.0	0.0	2.0	2.0	0.0	2.0	0.0	70.99	20.93	8.09	29.01	70.99	20.93	8.09	29.01									3.56240236087724	0.31214106059024	1.4212099799982398	0.4902611786341021	1.49653339929624	13.0097636588326	25.4177509826006	1.38207829783265	52.9078590813381	1.2583	1.4109	1.5678	1.8778	3.7888	5.6171	2.3552	1.9523	1.6387	1.4209	1	narrow
ENCFF001OBY	ChIP-seq	mouse	y2012	single-ended	2.0	0.0	2.0	0.0	2.0	1.0	1.0	2.0	2.0	0.0	2.0	0.0	62.58	27.19	10.23	37.42	62.58	27.19	10.23	37.42									6.672420600306669	0.548039224688048	1.92496625685193	0.943889965200944	1.9091276363269096	12.5802260561376	25.260074739925297	1.8458879268393504	48.315367593723295	1.2280351551583502	1.37483816878354	1.49597631988685	1.84467625201754	4.742410329822	8.83726766170289	2.4443215065844597	2.01588940155244	1.7603814368901003	1.55015769632194	1	narrow
ENCFF001NVX	ChIP-seq	mouse	y2012	single-ended	2.0	0.0	2.0	0.0	2.0	0.0	0.0	2.0	2.0	0.0	2.0	1.0	68.16	22.87	8.96	31.84	68.16	22.87	8.96	31.84									4.9949554429926115	0.40771966546211896	1.44234077832905	0.5456172083668229	1.51284771410801	12.633856054182598	24.825842674744898	1.41429382045013	52.22252664136379	1.24099821608925	1.3803057801030099	1.52167715987994	1.8294436855621896	4.25713596547236	6.46735365933883	2.41066579986405	1.92437921066786	1.63351017654654	1.39900911045671	1	narrow
ENCFF001NST	ChIP-seq	mouse	y2012	single-ended	2.0	0.0	1.0	0.0	2.0	2.0	1.0	2.0	2.0	0.0	2.0	2.0	58.62	29.13	12.25	41.38	58.62	29.13	12.25	41.38									3.93489147403228	0.29166007391275	1.32264920871836	0.472864224878584	1.46323863619185	11.4601043485973	24.591660779379396	1.2690337424704	55.1938975118191	1.1522	1.29	1.4045	1.6278	3.6519	5.9911	2.1704	1.8127	1.5309	1.2852	1	narrow
ENCFF001NNJ	ChIP-seq	mouse	y2012	single-ended	2.0	0.0	2.0	0.0	2.0	2.0	2.0	2.0	2.0	0.0	2.0	0.0	57.86	28.64	13.5	42.14	57.86	28.64	13.5	42.14									6.40182413446938	0.484888841805772	1.2361336017071	0.6195801867518199	1.69357971255757	11.3422219531758	22.8494029692631	1.28466284284496	54.0877057574244	1.1423	1.2838	1.4206	1.6701	5.3667	8.4011	2.3027	1.7621	1.5621	1.2749	1	narrow
ENCFF001LQV	ChIP-seq	mouse	y2012	single-ended	2.0	0.0	0.0	0.0	0.0	2.0	2.0	2.0	1.0	1.0	2.0	0.0	75.85	19.06	5.08	24.15	75.85	19.06	5.08	24.15									4.1288645973809714	0.454880019119019	1.4622434521878898	0.632614596125788	2.50796542108535	11.951194285984002	25.7126704670403	1.28209891481493	51.86746824626179	1.1839	1.2613	1.3789	1.5368	3.4477	4.9830000000000005	2.1596	1.7439	1.501	1.3236	1	narrow
ENCFF001NIQ	ChIP-seq	mouse	y2012	single-ended	2.0	0.0	2.0	0.0	2.0	1.0	1.0	2.0	2.0	0.0	2.0	2.0	57.28	31.37	11.35	42.72	57.28	31.37	11.35	42.72									5.29220563446655	0.44194856117498493	1.3478977990176202	0.546570241526047	1.54193627643485	12.771195707993698	24.7698625116051	1.33420333460209	51.95417993317911	1.1997	1.3524	1.4628	1.7796	4.4085	6.7455	2.4484	1.861	1.6334	1.3763	1	narrow
ENCFF001NRE	ChIP-seq	mouse	y2012	single-ended	2.0	0.0	1.0	2.0	1.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	22.31	55.11	22.59	77.69	22.31	55.11	22.59	77.69									1.8135426060363	0.203682982417514	1.24763366821389	0.344230272358128	1.5671324432005	10.8701968365801	25.3240479630194	1.26884645660979	57.360686771564396	1.1813	1.3035	1.3758	1.5259	2.1877	4.3814	1.8419999999999999	1.6966	1.4303	1.255	1	narrow
ENCFF001MZP	ChIP-seq	mouse	y2012	single-ended	2.0	0.0	1.0	0.0	2.0	0.0	0.0	2.0	2.0	0.0	2.0	1.0	66.8	26.52	6.68	33.2	66.8	26.52	6.68	33.2									15.005072230366599	1.96708217815921	1.2199441502785	2.3558026616416003	1.63314780308709	20.3549457507152	17.579918984791302	1.05408071217927	38.83000552878129	1.0396	1.1504	1.3139	2.229	10.2745	19.7312	4.7682	2.0501	1.463	1.1934	1	narrow
ENCFF001LMP	ChIP-seq	mouse	y2012	single-ended	2.0	0.0	0.0	0.0	0.0	2.0	1.0	2.0	2.0	2.0	2.0	0.0	83.5	11.78	4.73	16.5	83.5	11.78	4.73	16.5									6.24139228789682	0.727167312562937	1.04828456053625	0.8472938472023029	1.71462573616917	9.71133013945257	20.439311179599894	0.9332438232990552	58.337351113281095	0.9149	0.9511	1.0394	1.1675	4.5061	12.8725	3.5849	2.1959999999999997	1.5338	1.0162	1	narrow
ENCFF001LLL	ChIP-seq	mouse	y2012	single-ended	2.0	0.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	1.0	2.0	0.0	35.9	52.77	11.33	64.1	35.9	52.77	11.33	64.1									8.1293576471816	0.718698194925561	2.40987673151876	0.927122678430223	3.0860270299561297	15.312727039188196	28.8174695240657	2.06979460605063	38.5289265486832	1.3494	1.5077	1.6174	1.8741	5.6175	6.7297	2.5925	2.2313	2.1109999999999998	1.9569999999999999	1	narrow
ENCFF001NIT	ChIP-seq	mouse	y2012	single-ended	2.0	0.0	2.0	0.0	2.0	0.0	1.0	2.0	2.0	0.0	2.0	1.0	59.21	29.89	10.9	40.79	59.21	29.89	10.9	40.79									4.5478350021250185	0.3656839225970711	1.32335079672969	0.492278439453176	1.3968702854369	12.6102036993395	24.9758795650063	1.30179850825936	52.98609978105289	1.1813	1.3267	1.4493	1.7437	3.9874	6.2262	2.3356	1.8342	1.5713	1.3226	1	narrow
ENCFF001OBG	ChIP-seq	mouse	y2012	single-ended	2.0	0.0	2.0	0.0	2.0	2.0	1.0	2.0	2.0	0.0	2.0	0.0	63.29	25.52	11.2	36.71	63.29	25.52	11.2	36.71									2.9677881969166804	0.263794418102034	1.41188589780491	0.439623699080456	1.42077330545919	12.0664737695233	25.014416789120997	1.41562264875046	54.999621275242006	1.2176	1.3684	1.4955	1.7679	3.1752	5.8376	2.2755	1.9107	1.6235	1.3661	1	narrow
ENCFF001NWS	ChIP-seq	mouse	y2012	single-ended	2.0	0.0	2.0	0.0	2.0	1.0	1.0	2.0	2.0	0.0	2.0	0.0	62.48	26.67	10.85	37.52	62.48	26.67	10.85	37.52									3.25180059885085	0.303674030913652	1.3632961074694498	0.481913085700413	1.53061018046451	12.0811078740795	25.3880391680829	1.28004369992717	54.319515254511614	1.2078	1.3467	1.4579	1.6864	3.3409	5.647	2.1708	1.855	1.5838	1.3622	1	narrow
ENCFF001OBA	ChIP-seq	mouse	y2012	single-ended	2.0	0.0	2.0	0.0	2.0	1.0	1.0	2.0	2.0	0.0	2.0	0.0	57.66	30.3	12.04	42.34	57.66	30.3	12.04	42.34									2.92922311864789	0.264461244589879	1.32774656855238	0.449030006528415	1.38597841593256	11.6990602306707	25.1129375448325	1.3025597833533502	55.529003086892395	1.213	1.3391	1.45	1.6958	2.9548	4.8402	2.0645	1.7719999999999998	1.5222	1.2921	1	narrow
ENCFF001NQV	ChIP-seq	mouse	y2012	single-ended	2.0	0.0	2.0	0.0	2.0	0.0	0.0	2.0	2.0	0.0	2.0	0.0	69.36	23.82	6.82	30.64	69.36	23.82	6.82	30.64									5.2955996306259285	0.390552856626651	1.78273176215522	0.518830047777733	1.7988918777853602	11.361565021881402	26.733749548319807	2.14036214718754	49.9777171076404	1.7217	1.8597	2.1306	2.3504	4.7305	4.5354	2.2655	2.0104	1.7666	1.5386	1	narrow
ENCFF001NHC	ChIP-seq	mouse	y2012	single-ended	2.0	0.0	1.0	0.0	2.0	0.0	0.0	2.0	2.0	0.0	2.0	2.0	61.98	26.49	11.53	38.02	61.98	26.49	11.53	38.02									3.2034500089822995	0.276533600850997	1.2083710959813798	0.4361964317073021	1.3775208459909698	11.267432213944199	24.163586782097607	1.24147438834603	56.825434632099295	1.1213	1.2533	1.3804	1.5905	3.2631	6.2613	2.1789	1.7794	1.5119	1.2077	1	narrow
ENCFF001MZN	ChIP-seq	mouse	y2012	single-ended	2.0	0.0	0.0	0.0	1.0	1.0	1.0	2.0	2.0	0.0	2.0	1.0	59.6	31.8	8.6	40.4	59.6	31.8	8.6	40.4									12.3402812702691	1.3776331438866	1.26780353387977	1.70291931025884	1.42792501887696	19.8385336626354	19.0170530081966	1.06523514603556	41.9626159059612	1.05284306694609	1.18748308279594	1.3528182317929	2.32138920591691	9.351132789936461	15.662749781646	4.9332659900715194	2.12298702712055	1.4722502044016799	1.24008337914349	1	narrow
ENCFF001NMZ	ChIP-seq	mouse	y2012	single-ended	2.0	0.0	2.0	0.0	2.0	0.0	1.0	2.0	2.0	0.0	2.0	0.0	59.61	29.21	11.18	40.39	59.61	29.21	11.18	40.39									4.90917610738995	0.458191440577945	1.54659971082695	0.713034588003578	1.7149916430491998	11.9821384271893	25.135753466192604	1.53018650909993	52.0099281076706	1.16878678092705	1.27430570659773	1.4140033184397098	1.6380912135919299	3.88767019432137	7.66683859581529	2.30501059539271	1.9268078971408	1.66071128953076	1.45700631994979	1	narrow
ENCFF001LUA	ChIP-seq	mouse	y2012	single-ended	2.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0	79.47	16.77	3.76	20.53	79.47	16.77	3.76	20.53									13.423749826970901	1.1076873077872098	1.17168300663429	1.02523516914725	1.8005059471865	12.2940953435606	22.7342212485782	1.17429098182241	45.26853116831271	1.0652	1.1355	1.2114	1.4933	7.6322	11.7264	2.3040000000000003	1.5839	1.3697	1.2171	1	narrow
ENCFF001NJH	ChIP-seq	mouse	y2012	single-ended	2.0	0.0	2.0	0.0	2.0	0.0	1.0	2.0	2.0	0.0	2.0	0.0	61.75	27.37	10.88	38.25	61.75	27.37	10.88	38.25									6.914691981352731	0.545323665575146	1.27595051054151	0.664087074347104	1.5240632006839498	11.554328714532303	23.709330085654802	1.32202426080364	52.4902005065088	1.1534	1.2982	1.4109	1.6325	4.8215	8.9371	2.2784	1.7882	1.5489	1.2978	1	narrow
ENCFF001LTJ	ChIP-seq	mouse	y2012	single-ended	2.0	0.0	0.0	2.0	0.0	2.0	2.0	2.0	2.0	1.0	2.0	0.0	76.69	19.91	3.4	23.31	76.69	19.91	3.4	23.31									5.96875028164402	0.475565315876912	1.79390967964182	0.7052866960878271	2.36370682584936	11.780280612577	27.646978122393197	2.00510514209379	47.260417323836	1.4781	1.6233	1.7273	1.9675	4.9027	4.423	2.2147	1.7808	1.6273	1.4815	1	narrow
ENCFF001NHL	ChIP-seq	mouse	y2012	single-ended	2.0	0.0	1.0	0.0	2.0	2.0	1.0	2.0	2.0	0.0	2.0	2.0	56.2	34.01	9.8	43.8	56.2	34.01	9.8	43.8									19.7991948880118	0.845256912422691	1.15192791219228	0.750277442677777	1.29620816602089	11.622408313118301	20.2235840865118	1.12969225243209	43.181450026612396	1.0711	1.1643	1.3253	1.7027	14.2853	13.3563	2.2364	1.6431	1.4167	1.1874	1	narrow
ENCFF001NKR	ChIP-seq	mouse	y2012	single-ended	2.0	0.0	2.0	0.0	2.0	0.0	1.0	2.0	2.0	0.0	2.0	2.0	56.79	31.59	11.63	43.21	56.79	31.59	11.63	43.21									6.30752683619663	0.559454939684709	1.3001531192889	0.7073324886067759	1.5104275344568798	13.3180516452511	23.6779474959099	1.2790853566953702	51.340020583909705	1.1467	1.2723	1.4206	1.7711	5.0093	8.6346	2.8044	1.9355	1.6096	1.3159999999999998	1	narrow
ENCFF001OAY	ChIP-seq	mouse	y2012	single-ended	2.0	0.0	2.0	0.0	2.0	0.0	1.0	2.0	2.0	0.0	2.0	0.0	63.01	26.42	10.57	36.99	63.01	26.42	10.57	36.99									2.82919412573189	0.254343524862935	1.29960881845048	0.41202442745017104	1.42456539578813	11.513827286045801	25.1807137930514	1.3526725704705802	55.73305005814861	1.2457	1.3398	1.4619	1.6980000000000002	2.8636	4.8229	2.09	1.7958	1.5412	1.296	1	narrow
ENCFF001MZF	ChIP-seq	mouse	y2010	single-ended	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.8	68.52	28.68	97.2	2.8	68.52	28.68	97.2									3.35579996476481	0.494903480733899	1.2046409785316998	0.6734955830166359	1.5617245111116698	12.018120957390597	24.092416882692	1.15088213827297	55.448015503485784	1.1	1.2415	1.314	1.4794	3.0415	7.249	2.0525	1.6377	1.3911	1.2127	1	narrow
