accession	assay	organism	year	runType	FastQC_Basic_Statistics	FastQC_Per_base_sequence_quality	FastQC_Per_tile_sequence_quality	FastQC_Per_sequence_quality_scores	FastQC_Per_base_sequence_content	FastQC_Per_sequence_GC_content	FastQC_Per_base_N_content	FastQC_Sequence_Length_Distribution	FastQC_Sequence_Duplication_Levels	FastQC_Overrepresented_sequences	FastQC_Adapter_Content	FastQC_Kmer_Content	BowtieSE_no_mapping	BowtieSE_uniquely	BowtieSE_multiple	BowtieSE_overall	BowtieMI_no_mapping	BowtieMI_uniquely	BowtieMI_multiple	BowtieMI_overall	BowtiePE_con_no_mapping	BowtiePE_con_uniquely	BowtiePE_con_multiple	BowtiePE_dis_uniquely	BowtiePE_cod_no_mapping	BowtiePE_cod_uniquely	BowtiePE_cod_multiple	BowtiePE_overall	readsAnno_Promoter	readsAnno_5_UTR	readsAnno_3_UTR	readsAnno_1st_Exon	readsAnno_Other_Exon	readsAnno_1st_Intron	readsAnno_Other_Intron	readsAnno_Downstream	readsAnno_Distal_Intergenic	TSS_-4500	TSS_-3500	TSS_-2500	TSS_-1500	TSS_-500	TSS_+500	TSS_+1500	TSS_+2500	TSS_+3500	TSS_+4500	status
ENCFF082HGF	DNase-seq	mouse	y2015	paired-ended	2.0	2.0	1.0	2.0	0.0	0.0	2.0	2.0	2.0	0.0	2.0	0.0					54.87	38.42	6.71	61.39	54.87	38.42	6.71	8.28	76.73	18.26	5.01	61.39	5.66571242732792	0.399395336138503	1.2168559085214998	0.533698165933254	1.2244844698551398	12.0971918864228	25.5717405967944	1.09700719493785	52.193914014068696	0.9893	1.0681	1.1642	1.4053	4.7181	5.2806	1.8051	1.4224	1.2056	1.0833	1
ENCFF838UET	DNase-seq	mouse	y2015	paired-ended	2.0	2.0	2.0	2.0	0.0	0.0	2.0	2.0	1.0	0.0	2.0	0.0					36.34	50.28	13.38	75.32	36.34	50.28	13.38	16.1	80.94	5.14	13.92	75.32	7.928592297075389	0.6857678242209929	1.2264635657509	0.6721673164687041	1.5101600830134698	11.6694371404681	24.2132358126555	1.21830326109953	50.875872699247395	1.0485	1.1761	1.3116	1.6235	6.787000000000001	7.4829	2.3582	1.5894	1.8573	1.166	1
ENCFF578JRX	DNase-seq	mouse	y2015	paired-ended	2.0	2.0	2.0	2.0	0.0	0.0	2.0	2.0	1.0	0.0	2.0	0.0					54.3	38.89	6.81	62.01	54.3	38.89	6.81	8.54	76.49	18.42	5.09	62.01	5.61638170718732	0.391856924043594	1.22274617026103	0.523747292433267	1.20016220307102	12.0324365992761	25.6676322567305	1.10601215318554	52.2390246938116	0.9683	1.0545	1.1986	1.4085	4.6951	5.2354	1.82	1.4123	1.2165	1.0681	1
ENCFF407MAB	DNase-seq	mouse	y2015	paired-ended	2.0	2.0	2.0	2.0	0.0	0.0	2.0	2.0	1.0	0.0	2.0	0.0					35.74	51.73	12.53	72.91	35.74	51.73	12.53	13.48	87.62	7.01	5.37	72.91	7.358951914157621	0.512445315883996	1.27764606801985	0.685404403673044	1.58376656854597	12.197082910818	24.4924540191129	1.27613858032849	50.616110219460104	1.1029	1.2334	1.3414	1.6546	6.0771	6.9567	2.1555	1.6232	1.3984	1.244	1
ENCFF771BKD	DNase-seq	mouse	y2016	paired-ended	2.0	2.0	2.0	2.0	0.0	0.0	2.0	2.0	2.0	0.0	0.0	0.0					54.81	35.62	9.58	56.3	54.81	35.62	9.58	12.89	91.55	3.16	5.3	56.3	4.6409365275217	0.358851433083396	1.27980920493305	0.4955663572237779	1.46791843955161	12.557679763969901	25.344866930134	1.21629835760343	52.6380729859791	1.119	1.2457	1.3733	1.5654	4.2388	5.2954	2.0109	1.6176	1.3926	1.2586	1
ENCFF267VSR	DNase-seq	mouse	y2015	paired-ended	2.0	2.0	1.0	2.0	0.0	0.0	2.0	2.0	0.0	0.0	2.0	0.0					61.29	33.12	5.59	56.46	61.29	33.12	5.59	6.42	75.92	19.39	4.69	56.46	5.68445522214282	0.391951789428041	1.2445096637947	0.52865814978681	1.17274384319519	12.0655909488746	25.702401695881502	1.0840151922721801	52.1256734946241	0.9624	1.0484	1.1441	1.4028	4.7166	5.0868	1.7969	1.4147	1.1912	1.0739	1
ENCFF392HBT	DNase-seq	mouse	y2015	paired-ended	2.0	2.0	2.0	2.0	0.0	0.0	2.0	2.0	1.0	0.0	2.0	0.0					33.04	54.06	12.9	72.66	33.04	54.06	12.9	8.1	90.06	6.99	2.95	72.66	8.35948535637732	0.584556865422042	1.22771037150472	0.700139242532704	1.54234010013783	12.1222555478031	23.954447656184698	1.17243622077845	50.3366286392591	1.0003	1.1355	1.2332	1.5355	6.8318	8.8399	2.1047	1.5284	1.3174	1.1575	1
ENCFF832WYL	DNase-seq	mouse	y2015	paired-ended	2.0	2.0	2.0	2.0	0.0	0.0	2.0	2.0	2.0	0.0	2.0	0.0					14.31	68.85	16.84	91.37	14.31	68.85	16.84	21.46	76.76	14.31	8.92	91.37	8.523703707419351	0.5406381516575789	1.2569410655256599	0.659620680487768	1.54055287750117	11.9709867223122	23.6531448607272	1.22784752980833	50.626564404560696	1.0668	1.2015	1.2995	1.5929	6.9277	8.0475	2.1511	1.6001	1.3657	1.2126	1
ENCFF491IBC	DNase-seq	mouse	y2015	paired-ended	2.0	0.0	2.0	2.0	0.0	1.0	2.0	2.0	2.0	0.0	2.0	0.0					91.05	7.06	1.89	10.66	91.05	7.06	1.89	0.34	98.45	0.87	0.68	10.66	9.177794537510051	0.7288809799020459	1.4665993153058001	1.1395167372483501	2.12458060220552	11.8392444864442	23.474828098371802	1.12043608332421	48.928119159687995	1.0391	1.1469	1.2992	1.5742	6.903	8.9389	2.9393	1.8833	1.3294	1.3335	1
ENCFF623KPU	DNase-seq	mouse	y2016	paired-ended	2.0	2.0	2.0	2.0	1.0	2.0	2.0	2.0	2.0	1.0	1.0	0.0					38.62	48.36	13.02	77.52	38.62	48.36	13.02	27.44	80.23	7.77	12.0	77.52	4.6159770787763	0.36456247368475103	1.32402928823028	0.597574375879314	1.55252266962424	12.759686578966301	25.540219969808103	1.21209320476088	52.0333343602699	1.134	1.2697	1.4312	1.6624	4.9452	6.2311	2.0782	1.6038	1.3952	1.2762	1
ENCFF872XVT	DNase-seq	mouse	y2015	paired-ended	2.0	2.0	2.0	2.0	0.0	0.0	2.0	2.0	1.0	0.0	2.0	0.0					38.64	48.25	13.12	69.85	38.64	48.25	13.12	14.82	91.61	4.01	4.38	69.85	7.40290650689142	0.531643681844106	1.29142255999129	0.676948873129019	1.5225807491782501	11.8674639306566	23.846375532298698	1.21987839507292	51.6407797709377	1.0907	1.2128	1.3211	1.6762	6.2497	7.5911	2.2595	1.6619	1.3689	1.2084	1
ENCFF430FEN	DNase-seq	mouse	y2016	paired-ended	2.0	2.0	2.0	2.0	1.0	2.0	2.0	2.0	2.0	1.0	1.0	0.0					39.48	47.83	12.69	77.34	39.48	47.83	12.69	27.79	79.5	8.15	12.35	77.34	4.70236022113524	0.398216041448989	1.31166775056224	0.5998925350930461	1.5505357320815603	12.7280161834342	25.529901648035	1.2059494051930402	51.9734604830167	1.1163	1.2585	1.4276	1.6433	5.045	6.4011	2.076	1.594	1.4078	1.2655	1
ENCFF970RQO	DNase-seq	mouse	y2016	paired-ended	2.0	2.0	2.0	2.0	1.0	2.0	2.0	2.0	2.0	1.0	0.0	0.0					50.31	38.46	11.22	72.58	50.31	38.46	11.22	29.56	77.37	9.16	13.47	72.58	5.249944919339679	0.393144529631374	1.28727040460535	0.520689104540061	1.54842348032964	12.5795132284544	25.181361917332502	1.23491851094235	52.004733904824704	1.1679	1.2925	1.3796	1.6272	4.7735	5.7863	2.1488	1.6789	1.4659	1.2919	1
ENCFF407WMG	DNase-seq	mouse	y2015	paired-ended	2.0	2.0	1.0	2.0	0.0	0.0	2.0	2.0	2.0	0.0	2.0	0.0					41.42	46.02	12.56	66.63	41.42	46.02	12.56	13.14	92.73	3.39	3.87	66.63	7.3916684385603	0.524312564052695	1.24895827769923	0.670934662975753	1.53998550910115	11.824492843733099	23.7944993031671	1.28402665599836	51.7211217447123	1.0801	1.2439	1.3308	1.6399	6.2548	7.5759	2.2602	1.6824	1.3725	1.2143	1
ENCFF546JQZ	DNase-seq	mouse	y2015	paired-ended	2.0	2.0	1.0	2.0	0.0	0.0	2.0	2.0	1.0	0.0	2.0	0.0					38.36	48.49	13.15	70.12	38.36	48.49	13.15	14.88	91.5	4.08	4.42	70.12	7.423205010000861	0.5244781668959051	1.26469269408463	0.667059647425724	1.5212385947411102	11.8797075820095	23.831562400810103	1.2600575364136999	51.627998367618396	1.0539	1.2153	1.3314	1.6469	6.27	7.6206	2.2904	1.6646	1.3871	1.2047	1
ENCFF784YUT	DNase-seq	mouse	y2015	paired-ended	2.0	2.0	1.0	2.0	0.0	0.0	2.0	2.0	2.0	0.0	2.0	0.0					32.54	54.34	13.12	76.41	32.54	54.34	13.12	15.34	85.64	8.05	6.31	76.41	7.26389307607276	0.514521153652899	1.2539443272033	0.689880414028741	1.57461561652095	12.1842025927043	24.4908049442267	1.25766254647774	50.77047532911261	1.093	1.2449	1.341	1.6716	5.9901	6.9157	2.155	1.6362	1.3666	1.2515	1
ENCFF841NCW	DNase-seq	mouse	y2016	paired-ended	2.0	2.0	2.0	2.0	0.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0					66.58	26.85	6.58	42.81	66.58	26.85	6.58	8.92	94.32	2.24	3.45	42.81	6.22483508290649	0.43250189991906	1.30667062096975	0.649370709735618	1.50438577521846	13.1784358671766	25.867011844373497	1.1994719357755301	49.637316263925	1.0936	1.2286	1.3554	1.6175	6.1379	6.7705	2.0444	1.538	1.3441	1.1988	1
ENCFF389ZLU	DNase-seq	mouse	y2016	paired-ended	2.0	2.0	2.0	2.0	0.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0					69.06	24.97	5.97	40.97	69.06	24.97	5.97	8.29	93.2	2.77	4.03	40.97	6.969370896693901	0.537711839124683	1.30225639400791	0.6727827487804531	1.57527862875766	13.244767416740599	25.710999689326602	1.1896115759781598	48.797220810590105	1.0815	1.1917	1.3419	1.6119	6.6531	7.0249	2.1393	1.506	1.4245	1.2289	1
ENCFF597HXO	DNase-seq	mouse	y2015	paired-ended	2.0	2.0	1.0	2.0	0.0	0.0	2.0	2.0	1.0	0.0	2.0	0.0					35.02	52.27	12.7	73.07	35.02	52.27	12.7	13.19	88.56	6.33	5.11	73.07	7.0810048708036195	0.487381835027781	1.29251652827367	0.6659545197379589	1.56022481868893	12.1488715351925	24.485761918495697	1.2622687071719498	51.016015266607894	1.0827	1.2112	1.3532	1.6424	5.8463	6.7776	2.1339	1.6222	1.406	1.2357	1
ENCFF925IOH	DNase-seq	mouse	y2015	paired-ended	2.0	2.0	1.0	2.0	0.0	0.0	2.0	2.0	2.0	0.0	2.0	0.0					14.55	68.68	16.77	91.1	14.55	68.68	16.77	20.87	77.32	13.97	8.72	91.1	8.450769223052111	0.548764277151041	1.2363749454496202	0.6572129396008171	1.51366643759687	12.0165331540904	23.6578600199642	1.22664365936486	50.6921753437301	1.0723	1.2073	1.2875	1.5873	6.8762	8.0407	2.127	1.5901	1.3603	1.225	1
ENCFF570OCJ	DNase-seq	mouse	y2016	paired-ended	2.0	2.0	1.0	2.0	1.0	2.0	2.0	2.0	2.0	1.0	1.0	0.0					38.35	48.61	13.04	77.04	38.35	48.61	13.04	26.26	81.18	7.22	11.6	77.04	4.280788678233701	0.33688396709629603	1.31395018020211	0.568080860368785	1.4726348537276501	12.7117207889247	25.689251244570602	1.2199718784054299	52.40671754847071	1.1279	1.2798	1.4159	1.6158	4.7768	5.9985	2.0716	1.6071	1.4017	1.2594	1
ENCFF079BQU	DNase-seq	mouse	y2015	paired-ended	2.0	2.0	1.0	2.0	0.0	0.0	2.0	2.0	1.0	0.0	2.0	0.0					33.27	53.89	12.84	72.69	33.27	53.89	12.84	8.53	89.74	7.25	3.01	72.69	8.43340740509534	0.585391786592776	1.1952504125632701	0.6850715025760661	1.5182529669818499	12.1435065713098	24.008312684193502	1.19202844194563	50.2387782287418	0.9995	1.1567	1.233	1.5049	6.9282	8.8317	2.1055	1.5268	1.3191	1.139	1
ENCFF539QAB	DNase-seq	mouse	y2016	paired-ended	2.0	2.0	2.0	2.0	1.0	2.0	2.0	2.0	1.0	1.0	0.0	0.0					49.58	38.88	11.53	72.72	49.58	38.88	11.53	29.45	77.99	8.72	13.29	72.72	5.1308176558349405	0.367425574841608	1.31595971357989	0.519348721743103	1.56026992386659	12.5689870577247	25.237537854436802	1.23074932579681	52.0689041721755	1.1522	1.2703	1.3884	1.6233	4.6749	5.6825	2.1593	1.6543	1.4605	1.2919	1
ENCFF044DAA	DNase-seq	mouse	y2015	paired-ended	2.0	2.0	1.0	2.0	0.0	0.0	2.0	2.0	2.0	0.0	2.0	0.0					15.67	67.91	16.41	90.22	15.67	67.91	16.41	19.96	77.92	13.72	8.36	90.22	8.93274463744451	0.5610798731401819	1.24863842343978	0.6905675592724619	1.53319037197369	12.0472695249577	23.609787704386896	1.25114593091717	50.1255759744676	1.081	1.1926	1.3107	1.6038	7.1821	8.2726	2.1953	1.6223	1.3939	1.2329	1
ENCFF996WWT	DNase-seq	mouse	y2015	paired-ended	2.0	2.0	2.0	2.0	0.0	0.0	2.0	2.0	2.0	0.0	2.0	0.0					35.01	52.26	12.73	73.1	35.01	52.26	12.73	13.17	88.5	6.38	5.11	73.1	7.04308439701843	0.48912262435844706	1.2853664198776498	0.660169821124027	1.58052835695198	12.183545098874701	24.5575334632434	1.2501922019763898	50.950457616574894	1.0954	1.2216	1.3254	1.659	5.8409	6.7369	2.1534	1.6034	1.4068	1.2547	1
